,2020,2021,2022,2023,2024
1588,0.443,0.703,0.579,0.741,0.498
1589,0.441,0.707,0.581,0.732,0.495
1590,0.434,0.715,0.595,0.718,0.492
1591,0.432,0.724,0.602,0.700,0.490
1592,0.438,0.729,0.612,0.701,0.487
1593,0.437,0.737,0.612,0.706,0.479
1594,0.435,0.759,0.613,0.706,0.473
1595,0.429,0.771,0.617,0.703,0.472
1596,0.431,0.778,0.633,0.698,0.465
1597,0.434,0.789,0.646,0.693,0.455
1598,0.441,0.794,0.649,0.692,0.452
1599,0.455,0.797,0.666,0.693,0.443
1600,0.463,0.802,0.676,0.697,0.437
1601,0.472,0.810,0.681,0.691,0.431
1602,0.478,0.812,0.690,0.685,0.426
1603,0.482,0.823,0.693,0.685,0.427
1604,0.487,0.827,0.695,0.676,0.440
1605,0.493,0.834,0.689,0.673,0.452
1606,0.496,0.836,0.693,0.663,0.461
1607,0.497,0.840,0.687,0.648,0.469
1608,0.497,0.840,0.676,0.636,0.480
1609,0.495,0.844,0.675,0.624,0.497
1610,0.499,0.836,0.676,0.613,0.509
1611,0.506,0.847,0.672,0.607,0.519
1612,0.519,0.849,0.663,0.595,0.527
1613,0.526,0.853,0.658,0.579,0.533
1614,0.530,0.847,0.647,0.566,0.542
1615,0.531,0.846,0.636,0.549,0.548
1616,0.527,0.841,0.621,0.529,0.557
1617,0.527,0.835,0.622,0.524,0.557
1618,0.520,0.820,0.612,0.512,0.563
1619,0.517,0.801,0.609,0.507,0.570
1620,0.512,0.784,0.608,0.502,0.573
1621,0.510,0.774,0.605,0.502,0.585
1622,0.508,0.767,0.600,0.496,0.600
1623,0.505,0.751,0.590,0.497,0.609
1624,0.496,0.731,0.592,0.496,0.615
1625,0.499,0.719,0.594,0.496,0.629
1626,0.494,0.701,0.594,0.496,0.645
1627,0.488,0.690,0.592,0.495,0.660
1628,0.478,0.673,0.585,0.490,0.675
1629,0.470,0.652,0.574,0.486,0.684
1630,0.458,0.634,0.564,0.484,0.684
1631,0.447,0.613,0.551,0.476,0.689
1632,0.433,0.606,0.539,0.466,0.690
1633,0.424,0.615,0.529,0.459,0.698
1634,0.412,0.612,0.514,0.447,0.695
1635,0.401,0.609,0.497,0.445,0.687
1636,0.394,0.600,0.483,0.436,0.688
1637,0.391,0.594,0.481,0.436,0.685
1638,0.393,0.588,0.471,0.440,0.680
1639,0.392,0.577,0.458,0.447,0.673
1640,0.391,0.563,0.454,0.464,0.665
1641,0.389,0.552,0.453,0.475,0.657
1642,0.387,0.549,0.451,0.484,0.647
1643,0.385,0.550,0.445,0.487,0.637
1644,0.387,0.561,0.440,0.491,0.650
1645,0.383,0.562,0.432,0.511,0.653
1646,0.380,0.563,0.421,0.541,0.658
1647,0.377,0.564,0.418,0.566,0.655
1648,0.378,0.559,0.415,0.597,0.660
1649,0.377,0.550,0.412,0.620,0.671
1650,0.379,0.544,0.415,0.638,0.675
1651,0.377,0.539,0.412,0.653,0.677
1652,0.378,0.535,0.410,0.670,0.690
1653,0.378,0.525,0.404,0.682,0.706
1654,0.381,0.512,0.401,0.691,0.719
1655,0.385,0.515,0.399,0.707,0.727
1656,0.388,0.526,0.392,0.723,0.741
1657,0.386,0.526,0.388,0.748,0.753
1658,0.388,0.528,0.395,0.769,0.754
1659,0.385,0.535,0.394,0.789,0.754
1660,0.383,0.558,0.395,0.807,0.761
1661,0.387,0.566,0.406,0.829,0.767
1662,0.389,0.569,0.408,0.842,0.768
1663,0.390,0.572,0.412,0.856,0.775
1664,0.386,0.575,0.420,0.864,0.781
1665,0.380,0.601,0.421,0.861,0.791
1666,0.375,0.611,0.423,0.858,0.789
1667,0.367,0.632,0.426,0.846,0.790
1668,0.360,0.640,0.423,0.835,0.802
1669,0.358,0.648,0.422,0.822,0.804
1670,0.351,0.660,0.417,0.818,0.799
1671,0.342,0.662,0.419,0.804,0.797
1672,0.338,0.658,0.414,0.796,0.796
1673,0.334,0.655,0.417,0.784,0.795
1674,0.326,0.669,0.423,0.766,0.800
1675,0.317,0.676,0.427,0.760,0.803
1676,0.310,0.680,0.425,0.750,0.801
1677,0.308,0.688,0.430,0.750,0.801
1678,0.309,0.686,0.438,0.744,0.806
1679,0.305,0.690,0.449,0.748,0.805
1680,0.299,0.685,0.476,0.740,0.806
1681,0.298,0.675,0.495,0.733,0.806
1682,0.297,0.673,0.510,0.725,0.798
1683,0.296,0.662,0.527,0.717,0.794
1684,0.292,0.665,0.545,0.702,0.795
1685,0.290,0.669,0.554,0.694,0.796
1686,0.285,0.670,0.561,0.679,0.792
1687,0.289,0.675,0.572,0.666,0.786
1688,0.291,0.688,0.575,0.659,0.777
1689,0.289,0.695,0.577,0.656,0.767
1690,0.288,0.699,0.588,0.660,0.751
1691,0.288,0.708,0.588,0.660,0.735
1692,0.288,0.712,0.584,0.664,0.719
1693,0.285,0.726,0.585,0.664,0.708
1694,0.284,0.728,0.588,0.663,0.695
1695,0.287,0.729,0.593,0.655,0.676
1696,0.292,0.728,0.595,0.643,0.664
1697,0.295,0.732,0.590,0.638,0.650
1698,0.302,0.733,0.590,0.632,0.646
1699,0.304,0.731,0.584,0.631,0.643
1700,0.317,0.734,0.573,0.622,0.637
1701,0.329,0.733,0.563,0.609,0.630
1702,0.334,0.725,0.569,0.598,0.632
1703,0.343,0.718,0.579,0.599,0.629
1704,0.354,0.710,0.579,0.606,0.630
1705,0.365,0.702,0.573,0.614,0.624
1706,0.374,0.711,0.579,0.624,0.618
1707,0.380,0.719,0.575,0.640,0.606
1708,0.389,0.733,0.582,0.645,0.597
1709,0.406,0.741,0.594,0.660,0.587
1710,0.414,0.758,0.595,0.668,0.582
1711,0.424,0.767,0.606,0.675,0.581
1712,0.427,0.767,0.607,0.684,0.576
1713,0.433,0.761,0.613,0.689,0.567
1714,0.440,0.756,0.615,0.692,0.559
1715,0.441,0.744,0.611,0.693,0.546
1716,0.441,0.739,0.607,0.692,0.540
1717,0.444,0.732,0.607,0.684,0.528
1718,0.445,0.724,0.605,0.672,0.518
1719,0.444,0.716,0.612,0.672,0.504
1720,0.439,0.701,0.608,0.673,0.497
1721,0.434,0.688,0.600,0.676,0.485
1722,0.429,0.682,0.589,0.675,0.480
1723,0.427,0.679,0.578,0.668,0.474
1724,0.423,0.680,0.574,0.677,0.463
1725,0.419,0.689,0.562,0.685,0.451
1726,0.414,0.699,0.553,0.688,0.450
1727,0.420,0.698,0.548,0.711,0.447
1728,0.418,0.697,0.537,0.718,0.444
1729,0.419,0.719,0.528,0.723,0.437
1730,0.426,0.724,0.519,0.736,0.427
1731,0.429,0.734,0.511,0.737,0.420
1732,0.430,0.734,0.504,0.738,0.414
1733,0.434,0.734,0.507,0.742,0.409
1734,0.436,0.727,0.506,0.736,0.410
1735,0.432,0.726,0.515,0.725,0.414
1736,0.426,0.729,0.524,0.732,0.417
1737,0.425,0.728,0.525,0.726,0.419
1738,0.421,0.720,0.531,0.720,0.431
1739,0.414,0.724,0.540,0.718,0.438
1740,0.415,0.717,0.540,0.713,0.440
1741,0.414,0.717,0.546,0.712,0.438
1742,0.415,0.714,0.545,0.713,0.442
1743,0.421,0.716,0.549,0.711,0.440
1744,0.427,0.714,0.560,0.702,0.448
1745,0.430,0.711,0.566,0.688,0.449
1746,0.436,0.706,0.576,0.681,0.450
1747,0.442,0.695,0.576,0.667,0.451
1748,0.449,0.680,0.577,0.654,0.461
1749,0.450,0.662,0.572,0.653,0.462
1750,0.457,0.652,0.567,0.642,0.464
1751,0.468,0.647,0.563,0.649,0.465
1752,0.477,0.646,0.563,0.660,0.476
1753,0.483,0.654,0.561,0.665,0.486
1754,0.487,0.657,0.557,0.679,0.494
1755,0.499,0.664,0.559,0.681,0.504
1756,0.509,0.685,0.562,0.677,0.521
1757,0.515,0.697,0.558,0.668,0.532
1758,0.522,0.700,0.549,0.660,0.541
1759,0.526,0.709,0.543,0.648,0.552
1760,0.531,0.714,0.536,0.631,0.559
1761,0.532,0.729,0.525,0.612,0.570
1762,0.528,0.737,0.511,0.601,0.581
1763,0.524,0.748,0.494,0.590,0.593
1764,0.519,0.755,0.486,0.579,0.605
1765,0.509,0.764,0.477,0.569,0.613
1766,0.500,0.764,0.464,0.564,0.627
1767,0.497,0.768,0.449,0.574,0.636
1768,0.495,0.769,0.447,0.583,0.637
1769,0.498,0.773,0.438,0.589,0.632
1770,0.507,0.774,0.441,0.598,0.628
1771,0.507,0.766,0.441,0.614,0.627
1772,0.503,0.753,0.436,0.619,0.619
1773,0.505,0.747,0.433,0.624,0.607
1774,0.501,0.739,0.431,0.627,0.596
1775,0.493,0.730,0.429,0.623,0.585
1776,0.489,0.720,0.423,0.631,0.574
1777,0.480,0.722,0.419,0.640,0.578
1778,0.475,0.731,0.411,0.644,0.575
1779,0.469,0.733,0.406,0.652,0.577
1780,0.462,0.733,0.397,0.651,0.575
1781,0.466,0.737,0.391,0.650,0.577
1782,0.461,0.744,0.387,0.653,0.577
1783,0.461,0.752,0.388,0.654,0.575
1784,0.461,0.749,0.388,0.663,0.572
1785,0.460,0.747,0.384,0.667,0.568
1786,0.454,0.738,0.387,0.684,0.564
1787,0.459,0.735,0.399,0.694,0.560
1788,0.467,0.742,0.407,0.695,0.555
1789,0.474,0.749,0.423,0.705,0.550
1790,0.481,0.745,0.431,0.705,0.544
1791,0.489,0.754,0.433,0.710,0.538
1792,0.493,0.750,0.437,0.711,0.532
1793,0.495,0.747,0.441,0.720,0.527
1794,0.496,0.760,0.439,0.724,0.521
1795,0.492,0.765,0.434,0.719,0.510
1796,0.495,0.761,0.436,0.731,0.497
1797,0.501,0.763,0.437,0.735,0.491
1798,0.503,0.762,0.447,0.741,0.489
1799,0.507,0.759,0.449,0.738,0.490
1800,0.511,0.760,0.461,0.729,0.489
1801,0.515,0.752,0.463,0.726,0.487
1802,0.517,0.744,0.467,0.720,0.481
1803,0.516,0.731,0.474,0.713,0.471
1804,0.511,0.724,0.484,0.700,0.464
1805,0.505,0.716,0.496,0.682,0.458
1806,0.502,0.701,0.504,0.667,0.447
1807,0.498,0.682,0.511,0.647,0.444
1808,0.499,0.678,0.511,0.641,0.459
1809,0.500,0.676,0.512,0.626,0.462
1810,0.499,0.672,0.518,0.607,0.461
1811,0.492,0.660,0.516,0.602,0.465
1812,0.486,0.645,0.519,0.589,0.467
1813,0.479,0.632,0.535,0.594,0.469
1814,0.476,0.615,0.554,0.604,0.480
1815,0.474,0.607,0.587,0.603,0.501
1816,0.474,0.604,0.603,0.613,0.519
1817,0.468,0.593,0.617,0.624,0.547
1818,0.459,0.584,0.622,0.625,0.566
1819,0.447,0.582,0.632,0.621,0.577
1820,0.434,0.573,0.638,0.613,0.586
1821,0.422,0.572,0.636,0.606,0.588
1822,0.415,0.575,0.635,0.595,0.586
1823,0.406,0.570,0.632,0.580,0.584
1824,0.399,0.567,0.623,0.573,0.581
1825,0.391,0.570,0.625,0.566,0.577
1826,0.380,0.583,0.637,0.569,0.577
1827,0.375,0.602,0.647,0.574,0.575
1828,0.369,0.615,0.652,0.570,0.571
1829,0.360,0.625,0.664,0.562,0.567
1830,0.356,0.645,0.675,0.556,0.562
1831,0.352,0.670,0.677,0.545,0.551
1832,0.348,0.688,0.682,0.542,0.542
1833,0.348,0.696,0.688,0.542,0.543
1834,0.343,0.709,0.690,0.547,0.550
1835,0.343,0.723,0.690,0.543,0.547
1836,0.353,0.733,0.688,0.540,0.549
1837,0.358,0.739,0.679,0.538,0.558
1838,0.369,0.743,0.681,0.535,0.568
1839,0.373,0.757,0.683,0.533,0.568
1840,0.373,0.764,0.681,0.530,0.578
1841,0.371,0.767,0.672,0.522,0.588
1842,0.380,0.768,0.659,0.522,0.589
1843,0.388,0.761,0.647,0.531,0.595
1844,0.390,0.755,0.631,0.535,0.602
1845,0.392,0.747,0.616,0.544,0.611
1846,0.390,0.739,0.602,0.544,0.615
1847,0.385,0.736,0.588,0.545,0.618
1848,0.377,0.730,0.585,0.546,0.628
1849,0.382,0.728,0.579,0.546,0.627
1850,0.379,0.730,0.572,0.540,0.627
1851,0.380,0.721,0.569,0.531,0.629
1852,0.380,0.726,0.560,0.518,0.629
1853,0.393,0.719,0.557,0.509,0.622
1854,0.400,0.713,0.553,0.495,0.615
1855,0.419,0.701,0.553,0.506,0.604
1856,0.435,0.690,0.551,0.505,0.588
1857,0.453,0.680,0.548,0.520,0.570
1858,0.469,0.675,0.545,0.534,0.555
1859,0.481,0.669,0.537,0.550,0.540
1860,0.487,0.662,0.535,0.561,0.527
1861,0.487,0.655,0.537,0.576,0.510
1862,0.484,0.660,0.532,0.586,0.495
1863,0.478,0.666,0.523,0.595,0.477
1864,0.469,0.668,0.520,0.607,0.471
1865,0.457,0.680,0.527,0.609,0.459
1866,0.450,0.698,0.534,0.607,0.469
1867,0.442,0.733,0.533,0.616,0.481
1868,0.437,0.761,0.537,0.620,0.488
1869,0.428,0.788,0.539,0.627,0.503
1870,0.422,0.842,0.535,0.631,0.513
1871,0.416,0.890,0.537,0.666,0.531
1872,0.406,0.930,0.537,0.680,0.538
1873,0.394,0.966,0.546,0.692,0.545
1874,0.380,0.999,0.560,0.700,0.545
1875,0.365,1.021,0.569,0.711,0.546
1876,0.353,1.043,0.575,0.717,0.542
1877,0.346,1.062,0.584,0.731,0.553
1878,0.342,1.073,0.600,0.755,0.572
1879,0.337,1.078,0.614,0.774,0.583
1880,0.332,1.072,0.619,0.798,0.596
1881,0.328,1.063,0.623,0.807,0.609
1882,0.321,1.052,0.640,0.808,0.613
1883,0.316,1.049,0.664,0.808,0.621
1884,0.309,1.033,0.689,0.805,0.625
1885,0.307,1.010,0.700,0.795,0.627
1886,0.304,0.981,0.704,0.780,0.627
1887,0.298,0.949,0.707,0.765,0.625
1888,0.295,0.918,0.708,0.745,0.617
1889,0.299,0.888,0.711,0.722,0.605
1890,0.298,0.865,0.710,0.701,0.595
1891,0.297,0.846,0.703,0.686,0.589
1892,0.297,0.826,0.690,0.664,0.582
1893,0.294,0.822,0.683,0.651,0.578
1894,0.299,0.807,0.674,0.631,0.568
1895,0.306,0.798,0.664,0.608,0.564
1896,0.314,0.792,0.653,0.594,0.557
1897,0.321,0.778,0.642,0.574,0.546
1898,0.326,0.765,0.646,0.568,0.532
1899,0.327,0.759,0.658,0.555,0.515
1900,0.329,0.750,0.667,0.554,0.506
1901,0.338,0.740,0.667,0.561,0.501
1902,0.354,0.725,0.680,0.559,0.495
1903,0.368,0.706,0.687,0.567,0.498
1904,0.386,0.684,0.690,0.572,0.498
1905,0.396,0.671,0.696,0.581,0.493
1906,0.400,0.652,0.693,0.592,0.489
1907,0.401,0.636,0.694,0.594,0.485
1908,0.403,0.639,0.707,0.612,0.476
1909,0.403,0.631,0.708,0.640,0.470
1910,0.403,0.618,0.717,0.658,0.464
1911,0.402,0.613,0.725,0.688,0.464
1912,0.401,0.608,0.723,0.709,0.472
1913,0.405,0.602,0.716,0.730,0.476
1914,0.414,0.591,0.704,0.756,0.474
1915,0.426,0.582,0.702,0.768,0.468
1916,0.436,0.575,0.697,0.777,0.459
1917,0.440,0.568,0.685,0.783,0.463
1918,0.442,0.562,0.678,0.781,0.463
1919,0.447,0.556,0.675,0.783,0.458
1920,0.450,0.557,0.668,0.776,0.450
1921,0.454,0.551,0.665,0.769,0.444
1922,0.453,0.540,0.669,0.760,0.444
1923,0.451,0.545,0.669,0.745,0.443
1924,0.448,0.546,0.671,0.731,0.436
1925,0.441,0.558,0.674,0.721,0.432
1926,0.439,0.559,0.674,0.710,0.423
1927,0.438,0.562,0.677,0.709,0.417
1928,0.439,0.563,0.676,0.703,0.412
1929,0.435,0.559,0.684,0.695,0.403
1930,0.430,0.557,0.691,0.692,0.397
1931,0.426,0.549,0.688,0.692,0.396
1932,0.421,0.538,0.681,0.683,0.395
1933,0.416,0.529,0.678,0.669,0.389
1934,0.410,0.528,0.669,0.663,0.385
1935,0.412,0.520,0.674,0.655,0.383
1936,0.418,0.514,0.674,0.658,0.376
1937,0.420,0.504,0.671,0.650,0.377
1938,0.424,0.502,0.667,0.643,0.377
1939,0.434,0.505,0.666,0.637,0.382
1940,0.442,0.500,0.667,0.635,0.390
1941,0.444,0.510,0.660,0.631,0.410
1942,0.449,0.515,0.659,0.621,0.434
1943,0.455,0.519,0.649,0.623,0.456
1944,0.462,0.529,0.636,0.622,0.474
1945,0.466,0.530,0.619,0.614,0.489
1946,0.464,0.539,0.609,0.607,0.506
1947,0.473,0.545,0.603,0.601,0.515
1948,0.484,0.555,0.601,0.594,0.523
1949,0.487,0.563,0.590,0.588,0.529
1950,0.492,0.575,0.586,0.587,0.529
1951,0.498,0.578,0.576,0.584,0.539
1952,0.507,0.593,0.566,0.586,0.549
1953,0.512,0.627,0.562,0.585,0.565
1954,0.521,0.643,0.562,0.583,0.575
1955,0.523,0.651,0.564,0.581,0.582
1956,0.523,0.670,0.563,0.590,0.591
1957,0.518,0.677,0.562,0.599,0.597
1958,0.516,0.677,0.564,0.604,0.595
1959,0.512,0.684,0.560,0.608,0.589
1960,0.511,0.687,0.556,0.626,0.579
1961,0.503,0.682,0.557,0.642,0.579
1962,0.496,0.690,0.556,0.647,0.571
1963,0.489,0.704,0.549,0.658,0.564
1964,0.481,0.706,0.553,0.664,0.557
1965,0.479,0.707,0.554,0.668,0.545
1966,0.471,0.701,0.548,0.664,0.548
1967,0.464,0.695,0.544,0.656,0.556
1968,0.456,0.689,0.554,0.665,0.564
1969,0.455,0.694,0.558,0.662,0.573
1970,0.452,0.700,0.565,0.670,0.573
1971,0.447,0.702,0.570,0.667,0.573
1972,0.439,0.719,0.577,0.669,0.567
1973,0.432,0.728,0.591,0.669,0.577
1974,0.428,0.734,0.599,0.661,0.581
1975,0.420,0.743,0.605,0.654,0.577
1976,0.419,0.765,0.603,0.652,0.579
1977,0.420,0.790,0.597,0.648,0.584
1978,0.422,0.805,0.598,0.643,0.585
1979,0.426,0.822,0.595,0.631,0.589
1980,0.434,0.833,0.602,0.638,0.586
1981,0.435,0.840,0.603,0.638,0.592
1982,0.443,0.856,0.603,0.642,0.594
1983,0.451,0.869,0.597,0.653,0.598
1984,0.455,0.877,0.601,0.659,0.595
1985,0.458,0.880,0.601,0.662,0.602
1986,0.477,0.886,0.600,0.669,0.618
1987,0.491,0.887,0.592,0.667,0.626
1988,0.497,0.885,0.590,0.670,0.636
1989,0.502,0.874,0.587,0.670,0.651
1990,0.512,0.874,0.597,0.669,0.670
1991,0.517,0.870,0.605,0.672,0.695
1992,0.516,0.868,0.610,0.676,0.712
1993,0.515,0.874,0.607,0.694,0.718
1994,0.509,0.879,0.600,0.708,0.732
1995,0.506,0.890,0.594,0.717,0.745
1996,0.498,0.893,0.583,0.723,0.747
1997,0.487,0.887,0.573,0.726,0.756
1998,0.477,0.892,0.569,0.721,0.765
1999,0.470,0.896,0.563,0.711,0.768
2000,0.459,0.890,0.567,0.702,0.772
2001,0.452,0.888,0.566,0.699,0.767
2002,0.447,0.883,0.569,0.703,0.761
2003,0.441,0.881,0.575,0.702,0.748
2004,0.434,0.881,0.582,0.704,0.736
2005,0.428,0.882,0.585,0.703,0.722
2006,0.418,0.884,0.592,0.700,0.713
2007,0.412,0.876,0.615,0.701,0.701
2008,0.410,0.873,0.629,0.698,0.703
2009,0.406,0.861,0.649,0.694,0.703
2010,0.398,0.843,0.666,0.689,0.699
2011,0.391,0.838,0.684,0.683,0.693
2012,0.385,0.823,0.700,0.676,0.685
2013,0.387,0.803,0.706,0.664,0.696
2014,0.400,0.791,0.706,0.663,0.703
2015,0.410,0.788,0.700,0.664,0.705
2016,0.417,0.781,0.704,0.662,0.709
2017,0.426,0.772,0.703,0.669,0.719
2018,0.431,0.763,0.695,0.676,0.717
2019,0.432,0.758,0.692,0.674,0.720
2020,0.433,0.757,0.686,0.677,0.714
2021,0.433,0.759,0.684,0.677,0.703
2022,0.435,0.750,0.673,0.670,0.702
2023,0.439,0.737,0.664,0.658,0.697
2024,0.448,0.720,0.653,0.665,0.686
2025,0.452,0.723,0.642,0.660,0.670
2026,0.455,0.726,0.626,0.660,0.661
2027,0.456,0.724,0.627,0.669,0.654
2028,0.463,0.728,0.622,0.672,0.660
2029,0.462,0.727,0.611,0.678,0.664
2030,0.458,0.737,0.601,0.675,0.659
2031,0.454,0.747,0.592,0.672,0.663
2032,0.446,0.769,0.592,0.668,0.662
2033,0.439,0.783,0.604,0.664,0.660
2034,0.432,0.797,0.618,0.669,0.660
2035,0.424,0.818,0.621,0.664,0.658
2036,0.421,0.826,0.623,0.654,0.654
2037,0.416,0.837,0.639,0.640,0.654
2038,0.414,0.848,0.647,0.623,0.650
2039,0.407,0.854,0.653,0.608,0.641
2040,0.405,0.851,0.661,0.600,0.627
2041,0.405,0.853,0.665,0.596,0.611
2042,0.403,0.845,0.667,0.585,0.601
2043,0.400,0.831,0.672,0.570,0.585
2044,0.398,0.818,0.668,0.563,0.571
2045,0.395,0.810,0.674,0.561,0.554
2046,0.395,0.811,0.670,0.567,0.543
2047,0.397,0.801,0.666,0.564,0.532
2048,0.394,0.796,0.655,0.562,0.526
2049,0.392,0.789,0.665,0.559,0.519
2050,0.389,0.780,0.682,0.573,0.516
2051,0.393,0.776,0.691,0.574,0.517
2052,0.395,0.769,0.700,0.581,0.515
2053,0.395,0.755,0.705,0.580,0.509
2054,0.391,0.736,0.717,0.585,0.499
2055,0.392,0.732,0.727,0.582,0.486
2056,0.394,0.736,0.733,0.585,0.477
2057,0.392,0.734,0.735,0.586,0.477
2058,0.396,0.730,0.744,0.586,0.471
2059,0.395,0.725,0.752,0.596,0.466
2060,0.390,0.720,0.760,0.607,0.466
2061,0.390,0.708,0.763,0.629,0.460
2062,0.391,0.691,0.763,0.659,0.450
2063,0.392,0.684,0.760,0.685,0.449
2064,0.401,0.675,0.760,0.704,0.450
2065,0.410,0.665,0.766,0.718,0.451
2066,0.412,0.668,0.761,0.734,0.450
2067,0.414,0.684,0.751,0.761,0.450
2068,0.415,0.691,0.740,0.778,0.459
2069,0.418,0.690,0.738,0.790,0.460
2070,0.420,0.684,0.727,0.803,0.461
2071,0.424,0.679,0.726,0.821,0.471
2072,0.436,0.691,0.720,0.832,0.487
2073,0.442,0.696,0.727,0.843,0.493
2074,0.447,0.693,0.726,0.859,0.503
2075,0.457,0.691,0.724,0.861,0.515
2076,0.462,0.687,0.719,0.861,0.519
2077,0.466,0.677,0.713,0.869,0.523
2078,0.475,0.669,0.700,0.876,0.530
2079,0.476,0.655,0.684,0.881,0.530
2080,0.480,0.644,0.664,0.887,0.534
2081,0.478,0.645,0.651,0.892,0.537
2082,0.479,0.641,0.638,0.892,0.542
2083,0.478,0.637,0.619,0.882,0.554
2084,0.475,0.633,0.613,0.878,0.556
2085,0.472,0.622,0.609,0.864,0.563
2086,0.464,0.614,0.602,0.850,0.575
2087,0.453,0.606,0.600,0.835,0.583
2088,0.440,0.599,0.605,0.813,0.592
2089,0.440,0.597,0.601,0.793,0.598
2090,0.432,0.600,0.602,0.774,0.606
2091,0.421,0.601,0.600,0.749,0.610
2092,0.412,0.594,0.598,0.732,0.608
2093,0.410,0.584,0.594,0.713,0.605
2094,0.403,0.576,0.591,0.717,0.602
2095,0.396,0.563,0.591,0.707,0.592
2096,0.386,0.565,0.594,0.693,0.584
2097,0.381,0.564,0.594,0.674,0.576
2098,0.376,0.562,0.593,0.664,0.572
2099,0.371,0.561,0.591,0.652,0.562
2100,0.373,0.559,0.588,0.646,0.562
2101,0.376,0.563,0.589,0.660,0.559
2102,0.377,0.577,0.588,0.681,0.569
2103,0.378,0.591,0.590,0.693,0.577
2104,0.378,0.607,0.585,0.701,0.586
2105,0.374,0.612,0.581,0.723,0.592
2106,0.367,0.618,0.586,0.731,0.590
2107,0.366,0.623,0.591,0.732,0.584
2108,0.364,0.632,0.603,0.738,0.584
2109,0.362,0.638,0.610,0.745,0.581
2110,0.359,0.636,0.614,0.748,0.582
2111,0.357,0.641,0.616,0.749,0.581
2112,0.358,0.654,0.611,0.758,0.583
2113,0.354,0.662,0.602,0.755,0.583
2114,0.352,0.668,0.605,0.768,0.581
2115,0.346,0.677,0.608,0.779,0.573
2116,0.348,0.682,0.603,0.783,0.567
2117,0.345,0.691,0.604,0.801,0.574
2118,0.339,0.702,0.597,0.810,0.576
2119,0.331,0.709,0.586,0.819,0.576
2120,0.336,0.712,0.571,0.824,0.570
2121,0.333,0.720,0.569,0.824,0.565
2122,0.336,0.741,0.564,0.828,0.564
2123,0.336,0.753,0.553,0.837,0.566
2124,0.333,0.761,0.544,0.835,0.569
2125,0.331,0.772,0.530,0.830,0.566
2126,0.337,0.784,0.524,0.824,0.567
2127,0.343,0.797,0.521,0.810,0.566
2128,0.351,0.815,0.522,0.813,0.568
2129,0.356,0.832,0.531,0.809,0.573
2130,0.357,0.860,0.540,0.802,0.570
2131,0.358,0.882,0.550,0.788,0.562
2132,0.363,0.909,0.566,0.791,0.556
2133,0.369,0.925,0.572,0.792,0.554
2134,0.376,0.936,0.573,0.789,0.546
2135,0.378,0.937,0.573,0.784,0.534
2136,0.383,0.929,0.568,0.777,0.524
2137,0.393,0.916,0.559,0.768,0.511
2138,0.403,0.908,0.567,0.753,0.499
2139,0.417,0.897,0.564,0.739,0.489
2140,0.429,0.885,0.562,0.720,0.479
2141,0.435,0.870,0.559,0.698,0.475
2142,0.436,0.855,0.555,0.683,0.474
2143,0.444,0.839,0.551,0.663,0.467
2144,0.452,0.828,0.546,0.645,0.462
2145,0.456,0.820,0.556,0.638,0.453
2146,0.459,0.809,0.560,0.634,0.441
2147,0.457,0.803,0.557,0.628,0.437
2148,0.458,0.794,0.560,0.621,0.437
2149,0.457,0.784,0.570,0.614,0.435
2150,0.462,0.785,0.590,0.613,0.434
2151,0.463,0.792,0.602,0.604,0.433
2152,0.463,0.793,0.606,0.601,0.432
2153,0.461,0.797,0.609,0.603,0.431
2154,0.458,0.803,0.610,0.597,0.449
2155,0.462,0.817,0.611,0.592,0.470
2156,0.458,0.817,0.615,0.592,0.489
2157,0.462,0.816,0.620,0.617,0.503
2158,0.458,0.820,0.627,0.631,0.511
2159,0.459,0.813,0.630,0.647,0.523
2160,0.453,0.812,0.627,0.668,0.545
2161,0.452,0.814,0.628,0.683,0.565
2162,0.448,0.812,0.621,0.688,0.580
2163,0.441,0.802,0.611,0.688,0.596
2164,0.448,0.798,0.596,0.698,0.617
2165,0.450,0.797,0.589,0.708,0.636
2166,0.461,0.793,0.580,0.730,0.649
2167,0.473,0.781,0.581,0.747,0.654
2168,0.477,0.764,0.583,0.770,0.662
2169,0.476,0.749,0.587,0.784,0.667
2170,0.479,0.734,0.588,0.799,0.678
2171,0.476,0.720,0.587,0.802,0.678
2172,0.476,0.700,0.580,0.798,0.677
2173,0.475,0.677,0.574,0.805,0.679
2174,0.475,0.652,0.569,0.811,0.672
2175,0.474,0.642,0.568,0.807,0.661
2176,0.478,0.624,0.569,0.806,0.645
2177,0.475,0.609,0.564,0.802,0.627
2178,0.475,0.595,0.569,0.791,0.610
2179,0.481,0.582,0.565,0.779,0.599
2180,0.478,0.571,0.556,0.762,0.586
2181,0.476,0.561,0.550,0.740,0.574
2182,0.472,0.558,0.548,0.726,0.567
2183,0.468,0.554,0.550,0.705,0.567
2184,0.467,0.544,0.544,0.691,0.564
2185,0.460,0.537,0.539,0.677,0.559
2186,0.454,0.537,0.544,0.662,0.564
2187,0.451,0.547,0.550,0.648,0.564
2188,0.446,0.553,0.558,0.634,0.568
2189,0.441,0.564,0.572,0.621,0.565
2190,0.436,0.566,0.586,0.603,0.557
2191,0.441,0.574,0.605,0.604,0.551
2192,0.441,0.592,0.632,0.605,0.549
2193,0.444,0.627,0.660,0.598,0.556
2194,0.447,0.651,0.685,0.587,0.567
2195,0.459,0.682,0.703,0.589,0.587
