,2020,2021,2022,2023,2024
2500,0.213,0.165,0.282,0.182,0.193
2501,0.213,0.164,0.280,0.181,0.187
2502,0.212,0.162,0.277,0.183,0.183
2503,0.209,0.159,0.275,0.186,0.178
2504,0.207,0.157,0.272,0.196,0.172
2505,0.203,0.153,0.273,0.200,0.168
2506,0.200,0.153,0.272,0.207,0.163
2507,0.196,0.150,0.269,0.209,0.163
2508,0.195,0.148,0.267,0.210,0.163
2509,0.196,0.146,0.262,0.211,0.166
2510,0.196,0.145,0.255,0.214,0.169
2511,0.194,0.146,0.250,0.215,0.175
2512,0.190,0.147,0.243,0.214,0.177
2513,0.188,0.147,0.241,0.218,0.178
2514,0.186,0.149,0.236,0.219,0.180
2515,0.185,0.152,0.229,0.220,0.190
2516,0.186,0.152,0.227,0.223,0.200
2517,0.185,0.155,0.225,0.224,0.206
2518,0.187,0.155,0.226,0.229,0.212
2519,0.188,0.154,0.226,0.232,0.217
2520,0.189,0.152,0.230,0.234,0.220
2521,0.190,0.151,0.229,0.235,0.220
2522,0.189,0.151,0.230,0.233,0.221
2523,0.189,0.152,0.231,0.234,0.223
2524,0.187,0.152,0.229,0.236,0.227
2525,0.183,0.150,0.231,0.235,0.230
2526,0.181,0.149,0.238,0.232,0.238
2527,0.184,0.149,0.240,0.229,0.249
2528,0.186,0.148,0.246,0.224,0.257
2529,0.188,0.155,0.252,0.220,0.264
2530,0.189,0.159,0.255,0.215,0.269
2531,0.191,0.163,0.255,0.210,0.274
2532,0.194,0.165,0.253,0.208,0.275
2533,0.195,0.170,0.249,0.203,0.274
2534,0.196,0.171,0.244,0.197,0.276
2535,0.195,0.172,0.237,0.191,0.274
2536,0.199,0.174,0.233,0.185,0.273
2537,0.200,0.175,0.232,0.181,0.277
2538,0.203,0.174,0.228,0.179,0.276
2539,0.203,0.171,0.222,0.177,0.273
2540,0.201,0.173,0.215,0.173,0.268
2541,0.200,0.172,0.210,0.172,0.262
2542,0.197,0.173,0.206,0.173,0.254
2543,0.196,0.174,0.203,0.171,0.248
2544,0.194,0.179,0.204,0.172,0.243
2545,0.195,0.182,0.210,0.171,0.241
2546,0.201,0.183,0.214,0.169,0.238
2547,0.204,0.183,0.220,0.167,0.236
2548,0.204,0.186,0.228,0.168,0.232
2549,0.205,0.190,0.237,0.166,0.231
2550,0.211,0.192,0.242,0.164,0.228
2551,0.222,0.193,0.247,0.160,0.226
2552,0.233,0.192,0.254,0.158,0.227
2553,0.244,0.191,0.262,0.156,0.227
2554,0.255,0.190,0.272,0.153,0.230
2555,0.262,0.189,0.282,0.153,0.229
2556,0.265,0.187,0.295,0.150,0.227
2557,0.265,0.183,0.302,0.147,0.226
2558,0.271,0.181,0.311,0.143,0.231
2559,0.274,0.177,0.315,0.140,0.231
2560,0.276,0.173,0.316,0.138,0.229
2561,0.278,0.169,0.314,0.139,0.234
2562,0.281,0.164,0.313,0.140,0.237
2563,0.289,0.160,0.309,0.142,0.242
2564,0.296,0.158,0.305,0.145,0.249
2565,0.300,0.156,0.304,0.145,0.257
2566,0.303,0.153,0.300,0.150,0.263
2567,0.303,0.150,0.293,0.151,0.265
2568,0.304,0.148,0.288,0.151,0.267
2569,0.305,0.145,0.283,0.152,0.270
2570,0.304,0.148,0.278,0.151,0.274
2571,0.302,0.149,0.282,0.154,0.277
2572,0.298,0.150,0.283,0.157,0.279
2573,0.294,0.151,0.284,0.158,0.281
2574,0.288,0.152,0.287,0.159,0.285
2575,0.282,0.151,0.291,0.163,0.284
2576,0.274,0.149,0.291,0.163,0.284
2577,0.268,0.146,0.294,0.162,0.281
2578,0.261,0.145,0.302,0.160,0.279
2579,0.253,0.147,0.306,0.161,0.282
2580,0.246,0.148,0.310,0.160,0.281
2581,0.244,0.149,0.312,0.159,0.282
2582,0.241,0.150,0.314,0.159,0.280
2583,0.238,0.152,0.315,0.159,0.275
2584,0.233,0.154,0.313,0.159,0.269
2585,0.229,0.158,0.309,0.157,0.262
2586,0.223,0.158,0.305,0.154,0.256
2587,0.216,0.158,0.299,0.150,0.248
2588,0.216,0.159,0.291,0.146,0.239
2589,0.214,0.159,0.288,0.141,0.230
2590,0.210,0.158,0.284,0.137,0.219
2591,0.207,0.158,0.277,0.132,0.209
2592,0.205,0.156,0.272,0.127,0.198
2593,0.210,0.154,0.267,0.124,0.187
2594,0.210,0.153,0.263,0.119,0.178
2595,0.213,0.153,0.259,0.116,0.172
2596,0.216,0.150,0.256,0.114,0.167
2597,0.220,0.147,0.256,0.111,0.163
2598,0.223,0.148,0.255,0.107,0.163
2599,0.225,0.149,0.254,0.103,0.160
2600,0.225,0.149,0.251,0.101,0.162
2601,0.223,0.153,0.248,0.100,0.164
2602,0.219,0.153,0.247,0.099,0.166
2603,0.215,0.154,0.245,0.098,0.168
2604,0.216,0.157,0.241,0.095,0.171
2605,0.225,0.159,0.239,0.097,0.172
2606,0.231,0.162,0.240,0.100,0.174
2607,0.235,0.167,0.237,0.103,0.176
2608,0.236,0.168,0.233,0.107,0.184
2609,0.235,0.169,0.227,0.112,0.188
2610,0.237,0.169,0.221,0.117,0.189
2611,0.238,0.167,0.219,0.126,0.192
2612,0.236,0.166,0.217,0.135,0.195
2613,0.242,0.165,0.213,0.147,0.198
2614,0.249,0.164,0.213,0.160,0.200
2615,0.254,0.164,0.213,0.169,0.201
2616,0.258,0.165,0.216,0.179,0.202
2617,0.261,0.167,0.215,0.188,0.201
2618,0.261,0.168,0.216,0.193,0.198
2619,0.258,0.169,0.214,0.200,0.194
2620,0.254,0.173,0.210,0.206,0.194
2621,0.249,0.174,0.205,0.208,0.194
2622,0.249,0.176,0.208,0.211,0.197
2623,0.248,0.178,0.210,0.215,0.205
2624,0.246,0.181,0.214,0.219,0.216
2625,0.247,0.182,0.223,0.227,0.222
2626,0.246,0.181,0.233,0.231,0.225
2627,0.245,0.180,0.237,0.237,0.228
2628,0.244,0.181,0.242,0.238,0.228
2629,0.245,0.185,0.244,0.240,0.235
2630,0.248,0.187,0.246,0.238,0.240
2631,0.249,0.190,0.248,0.235,0.244
2632,0.252,0.194,0.247,0.233,0.247
2633,0.251,0.196,0.244,0.236,0.250
2634,0.255,0.200,0.246,0.237,0.250
2635,0.262,0.201,0.246,0.235,0.253
2636,0.267,0.199,0.250,0.231,0.252
2637,0.270,0.199,0.249,0.226,0.250
2638,0.272,0.196,0.252,0.222,0.251
2639,0.271,0.192,0.251,0.218,0.251
2640,0.275,0.189,0.250,0.214,0.251
2641,0.277,0.186,0.259,0.209,0.248
2642,0.278,0.181,0.267,0.204,0.252
2643,0.281,0.179,0.272,0.198,0.251
2644,0.282,0.175,0.277,0.193,0.253
2645,0.282,0.171,0.278,0.187,0.252
2646,0.279,0.172,0.279,0.181,0.251
2647,0.275,0.171,0.278,0.177,0.248
2648,0.269,0.169,0.280,0.171,0.246
2649,0.268,0.167,0.281,0.173,0.244
2650,0.268,0.165,0.284,0.171,0.243
2651,0.265,0.167,0.283,0.168,0.241
2652,0.264,0.170,0.283,0.168,0.240
2653,0.261,0.172,0.288,0.165,0.239
2654,0.257,0.177,0.293,0.164,0.236
2655,0.254,0.178,0.297,0.163,0.231
2656,0.251,0.178,0.296,0.160,0.227
2657,0.248,0.178,0.300,0.159,0.222
2658,0.243,0.178,0.307,0.162,0.218
2659,0.238,0.176,0.314,0.161,0.215
2660,0.232,0.175,0.319,0.160,0.210
2661,0.227,0.172,0.328,0.159,0.209
2662,0.221,0.168,0.337,0.161,0.205
2663,0.215,0.163,0.343,0.160,0.203
2664,0.211,0.160,0.350,0.160,0.199
2665,0.205,0.156,0.355,0.160,0.196
2666,0.200,0.154,0.356,0.165,0.194
2667,0.196,0.157,0.354,0.168,0.196
2668,0.195,0.160,0.357,0.168,0.197
2669,0.200,0.160,0.361,0.170,0.196
2670,0.201,0.160,0.360,0.169,0.193
2671,0.200,0.159,0.364,0.169,0.197
2672,0.200,0.160,0.365,0.167,0.197
2673,0.197,0.164,0.363,0.164,0.196
2674,0.196,0.165,0.360,0.160,0.193
2675,0.193,0.164,0.357,0.159,0.194
2676,0.191,0.164,0.351,0.156,0.192
2677,0.190,0.162,0.345,0.159,0.198
2678,0.186,0.163,0.348,0.158,0.198
2679,0.184,0.163,0.350,0.159,0.197
2680,0.180,0.165,0.354,0.161,0.203
2681,0.176,0.164,0.355,0.162,0.204
2682,0.177,0.166,0.352,0.165,0.206
2683,0.177,0.166,0.346,0.169,0.211
2684,0.182,0.165,0.342,0.175,0.215
2685,0.190,0.165,0.337,0.179,0.216
2686,0.199,0.169,0.336,0.183,0.214
2687,0.203,0.176,0.335,0.184,0.212
2688,0.205,0.180,0.331,0.185,0.208
2689,0.214,0.185,0.330,0.185,0.205
2690,0.220,0.187,0.325,0.185,0.207
2691,0.223,0.189,0.318,0.183,0.210
2692,0.227,0.190,0.313,0.180,0.212
2693,0.229,0.195,0.304,0.175,0.212
2694,0.229,0.196,0.295,0.170,0.209
2695,0.230,0.199,0.284,0.164,0.208
2696,0.230,0.202,0.273,0.160,0.205
2697,0.230,0.204,0.269,0.157,0.204
2698,0.232,0.207,0.264,0.152,0.205
2699,0.238,0.211,0.260,0.148,0.204
2700,0.239,0.212,0.256,0.145,0.203
2701,0.238,0.210,0.253,0.143,0.203
2702,0.235,0.211,0.247,0.141,0.206
2703,0.235,0.210,0.243,0.140,0.206
2704,0.234,0.208,0.237,0.139,0.209
2705,0.231,0.204,0.233,0.139,0.220
2706,0.229,0.199,0.226,0.139,0.230
2707,0.224,0.193,0.225,0.138,0.235
2708,0.223,0.188,0.220,0.136,0.240
2709,0.219,0.182,0.217,0.134,0.245
2710,0.218,0.175,0.215,0.140,0.252
2711,0.217,0.167,0.213,0.144,0.265
2712,0.213,0.159,0.212,0.147,0.280
2713,0.209,0.155,0.212,0.154,0.294
2714,0.203,0.148,0.209,0.162,0.302
2715,0.196,0.143,0.208,0.170,0.309
2716,0.196,0.137,0.207,0.183,0.318
2717,0.197,0.131,0.207,0.194,0.324
2718,0.197,0.125,0.213,0.204,0.329
2719,0.197,0.118,0.217,0.209,0.340
2720,0.200,0.115,0.221,0.213,0.348
2721,0.199,0.114,0.222,0.216,0.355
2722,0.201,0.113,0.229,0.217,0.361
2723,0.208,0.114,0.237,0.220,0.367
2724,0.214,0.115,0.241,0.220,0.368
2725,0.222,0.117,0.247,0.217,0.374
2726,0.230,0.117,0.252,0.216,0.374
2727,0.234,0.117,0.257,0.216,0.370
2728,0.235,0.118,0.258,0.218,0.364
2729,0.235,0.119,0.265,0.222,0.359
2730,0.235,0.121,0.270,0.226,0.353
2731,0.235,0.121,0.274,0.227,0.348
2732,0.232,0.123,0.283,0.227,0.342
2733,0.228,0.125,0.292,0.225,0.336
2734,0.225,0.129,0.299,0.226,0.330
2735,0.220,0.131,0.304,0.224,0.321
2736,0.216,0.133,0.305,0.220,0.316
2737,0.212,0.133,0.304,0.214,0.311
2738,0.209,0.133,0.300,0.208,0.305
2739,0.209,0.134,0.297,0.205,0.297
2740,0.210,0.135,0.292,0.202,0.288
2741,0.213,0.136,0.290,0.199,0.283
2742,0.212,0.137,0.285,0.196,0.278
2743,0.212,0.137,0.281,0.193,0.273
2744,0.217,0.137,0.277,0.191,0.269
2745,0.219,0.142,0.276,0.188,0.268
2746,0.222,0.146,0.274,0.189,0.263
2747,0.221,0.151,0.273,0.190,0.260
2748,0.221,0.154,0.271,0.189,0.260
2749,0.219,0.159,0.269,0.186,0.259
2750,0.218,0.161,0.265,0.184,0.255
2751,0.214,0.162,0.259,0.183,0.250
2752,0.212,0.164,0.251,0.182,0.243
2753,0.207,0.164,0.243,0.179,0.239
2754,0.204,0.163,0.237,0.178,0.235
2755,0.202,0.164,0.229,0.178,0.240
2756,0.199,0.165,0.223,0.176,0.242
2757,0.195,0.165,0.221,0.174,0.241
2758,0.190,0.169,0.216,0.171,0.239
2759,0.193,0.171,0.212,0.169,0.243
2760,0.194,0.174,0.207,0.171,0.242
2761,0.195,0.175,0.203,0.170,0.242
2762,0.193,0.175,0.203,0.172,0.240
2763,0.193,0.176,0.203,0.171,0.247
2764,0.193,0.175,0.207,0.173,0.248
2765,0.193,0.177,0.206,0.172,0.247
2766,0.193,0.177,0.213,0.174,0.244
2767,0.191,0.175,0.226,0.175,0.240
2768,0.187,0.173,0.235,0.175,0.237
2769,0.188,0.172,0.240,0.172,0.231
2770,0.185,0.169,0.260,0.173,0.231
2771,0.184,0.167,0.270,0.175,0.226
2772,0.185,0.163,0.280,0.179,0.221
2773,0.184,0.162,0.285,0.186,0.217
2774,0.183,0.159,0.291,0.190,0.211
2775,0.186,0.155,0.295,0.192,0.207
2776,0.189,0.153,0.296,0.194,0.204
2777,0.190,0.150,0.294,0.194,0.202
2778,0.189,0.151,0.293,0.194,0.200
2779,0.188,0.150,0.292,0.192,0.196
2780,0.195,0.149,0.288,0.193,0.194
2781,0.198,0.148,0.288,0.193,0.195
2782,0.200,0.146,0.283,0.191,0.193
2783,0.200,0.144,0.277,0.188,0.196
2784,0.198,0.145,0.269,0.191,0.203
2785,0.195,0.147,0.261,0.191,0.208
2786,0.191,0.148,0.251,0.191,0.212
2787,0.186,0.148,0.246,0.191,0.214
2788,0.180,0.146,0.238,0.196,0.216
2789,0.175,0.144,0.237,0.198,0.216
2790,0.174,0.146,0.236,0.199,0.214
2791,0.173,0.145,0.240,0.198,0.211
2792,0.177,0.143,0.239,0.196,0.209
2793,0.179,0.140,0.236,0.192,0.205
2794,0.186,0.138,0.235,0.188,0.203
2795,0.188,0.137,0.231,0.186,0.199
2796,0.188,0.134,0.229,0.186,0.196
2797,0.194,0.133,0.228,0.186,0.191
2798,0.199,0.131,0.232,0.186,0.188
2799,0.200,0.129,0.235,0.183,0.183
2800,0.202,0.132,0.243,0.181,0.178
2801,0.201,0.138,0.249,0.178,0.174
2802,0.199,0.142,0.253,0.178,0.172
2803,0.200,0.145,0.258,0.177,0.170
2804,0.201,0.149,0.261,0.178,0.169
2805,0.199,0.155,0.262,0.183,0.169
2806,0.196,0.163,0.263,0.190,0.167
2807,0.196,0.171,0.267,0.195,0.169
2808,0.194,0.175,0.272,0.199,0.171
2809,0.192,0.180,0.273,0.202,0.170
2810,0.193,0.183,0.277,0.205,0.168
2811,0.194,0.186,0.280,0.206,0.166
2812,0.199,0.187,0.285,0.206,0.173
2813,0.200,0.187,0.288,0.207,0.180
2814,0.199,0.186,0.291,0.207,0.187
2815,0.199,0.187,0.295,0.205,0.195
2816,0.197,0.189,0.301,0.202,0.202
2817,0.195,0.191,0.311,0.201,0.214
2818,0.197,0.196,0.320,0.198,0.226
2819,0.200,0.201,0.323,0.194,0.236
2820,0.202,0.204,0.329,0.190,0.245
2821,0.202,0.210,0.336,0.189,0.249
2822,0.202,0.212,0.338,0.186,0.257
2823,0.202,0.215,0.339,0.183,0.260
2824,0.200,0.219,0.340,0.179,0.264
2825,0.199,0.219,0.337,0.176,0.266
2826,0.198,0.218,0.331,0.175,0.269
2827,0.198,0.219,0.330,0.176,0.276
2828,0.195,0.222,0.327,0.176,0.283
2829,0.191,0.223,0.324,0.179,0.286
2830,0.186,0.225,0.318,0.178,0.285
2831,0.185,0.226,0.312,0.178,0.282
2832,0.188,0.226,0.305,0.180,0.280
2833,0.192,0.224,0.298,0.184,0.278
2834,0.195,0.220,0.289,0.184,0.276
2835,0.198,0.219,0.282,0.187,0.272
2836,0.198,0.220,0.273,0.187,0.268
2837,0.196,0.218,0.268,0.185,0.262
2838,0.193,0.214,0.263,0.183,0.260
2839,0.196,0.211,0.262,0.181,0.257
2840,0.198,0.208,0.257,0.181,0.252
2841,0.199,0.203,0.256,0.179,0.248
2842,0.200,0.199,0.251,0.176,0.242
2843,0.201,0.193,0.246,0.174,0.234
2844,0.205,0.192,0.242,0.170,0.229
2845,0.209,0.188,0.241,0.167,0.221
2846,0.211,0.186,0.240,0.167,0.221
2847,0.212,0.184,0.237,0.166,0.220
2848,0.213,0.184,0.232,0.164,0.219
2849,0.217,0.183,0.228,0.160,0.216
2850,0.219,0.184,0.226,0.160,0.211
2851,0.224,0.184,0.224,0.157,0.209
2852,0.224,0.184,0.220,0.154,0.204
2853,0.227,0.181,0.220,0.156,0.201
2854,0.227,0.180,0.217,0.156,0.196
2855,0.225,0.184,0.213,0.155,0.190
2856,0.224,0.188,0.207,0.155,0.186
2857,0.227,0.190,0.201,0.155,0.181
2858,0.227,0.192,0.197,0.157,0.174
2859,0.227,0.191,0.191,0.157,0.170
2860,0.231,0.189,0.184,0.155,0.165
2861,0.236,0.188,0.182,0.158,0.167
2862,0.236,0.187,0.184,0.159,0.165
2863,0.237,0.183,0.185,0.157,0.162
2864,0.238,0.181,0.189,0.157,0.167
2865,0.238,0.184,0.195,0.157,0.170
2866,0.241,0.189,0.197,0.155,0.173
2867,0.242,0.190,0.200,0.157,0.179
2868,0.243,0.196,0.206,0.161,0.187
2869,0.243,0.198,0.211,0.163,0.191
2870,0.243,0.198,0.219,0.162,0.196
2871,0.241,0.196,0.222,0.165,0.200
2872,0.236,0.196,0.226,0.167,0.205
2873,0.233,0.196,0.230,0.168,0.206
2874,0.233,0.196,0.233,0.172,0.214
2875,0.236,0.193,0.234,0.175,0.222
2876,0.235,0.190,0.232,0.175,0.232
2877,0.232,0.185,0.234,0.174,0.242
2878,0.232,0.181,0.239,0.173,0.248
2879,0.234,0.177,0.248,0.177,0.253
2880,0.235,0.176,0.251,0.177,0.258
2881,0.235,0.174,0.254,0.176,0.262
2882,0.233,0.176,0.255,0.174,0.268
2883,0.231,0.176,0.258,0.174,0.269
2884,0.232,0.176,0.261,0.178,0.276
2885,0.230,0.176,0.263,0.178,0.281
2886,0.231,0.174,0.264,0.183,0.288
2887,0.235,0.175,0.266,0.191,0.289
2888,0.240,0.176,0.264,0.193,0.294
2889,0.241,0.181,0.263,0.198,0.294
2890,0.240,0.185,0.265,0.200,0.294
2891,0.239,0.191,0.266,0.200,0.296
2892,0.238,0.194,0.264,0.198,0.300
2893,0.238,0.195,0.262,0.199,0.300
2894,0.234,0.194,0.261,0.201,0.302
2895,0.232,0.192,0.257,0.207,0.306
2896,0.227,0.190,0.254,0.208,0.305
2897,0.226,0.192,0.249,0.207,0.301
2898,0.225,0.193,0.243,0.209,0.298
2899,0.225,0.194,0.235,0.208,0.296
2900,0.223,0.193,0.232,0.207,0.296
2901,0.226,0.193,0.226,0.204,0.295
2902,0.224,0.190,0.225,0.202,0.290
2903,0.231,0.188,0.223,0.198,0.284
2904,0.234,0.186,0.219,0.195,0.285
2905,0.235,0.186,0.217,0.194,0.281
2906,0.236,0.183,0.215,0.190,0.275
2907,0.234,0.181,0.211,0.188,0.271
2908,0.233,0.177,0.217,0.186,0.264
2909,0.232,0.176,0.223,0.184,0.261
2910,0.228,0.174,0.231,0.182,0.258
2911,0.226,0.174,0.240,0.180,0.253
2912,0.224,0.172,0.247,0.179,0.249
2913,0.222,0.172,0.256,0.176,0.251
2914,0.218,0.172,0.263,0.172,0.256
2915,0.212,0.173,0.266,0.169,0.257
2916,0.208,0.176,0.267,0.167,0.255
2917,0.204,0.175,0.268,0.163,0.260
2918,0.199,0.175,0.270,0.160,0.265
2919,0.195,0.173,0.268,0.158,0.269
2920,0.190,0.172,0.270,0.154,0.270
2921,0.185,0.174,0.273,0.160,0.279
2922,0.182,0.176,0.276,0.167,0.293
2923,0.184,0.175,0.277,0.172,0.305
2924,0.182,0.177,0.281,0.181,0.314
2925,0.179,0.179,0.284,0.193,0.319
2926,0.182,0.185,0.288,0.206,0.323
2927,0.184,0.191,0.294,0.218,0.331
2928,0.190,0.194,0.295,0.228,0.343
2929,0.197,0.194,0.299,0.246,0.350
2930,0.202,0.195,0.307,0.259,0.358
2931,0.209,0.197,0.315,0.269,0.363
2932,0.224,0.200,0.321,0.277,0.367
2933,0.234,0.203,0.328,0.286,0.380
2934,0.240,0.207,0.332,0.304,0.390
2935,0.244,0.215,0.336,0.314,0.394
2936,0.252,0.218,0.341,0.321,0.394
2937,0.258,0.222,0.347,0.324,0.394
2938,0.262,0.223,0.350,0.329,0.390
2939,0.266,0.222,0.350,0.333,0.385
2940,0.268,0.221,0.346,0.332,0.378
2941,0.270,0.220,0.346,0.335,0.371
2942,0.269,0.217,0.342,0.340,0.364
2943,0.265,0.212,0.335,0.343,0.354
2944,0.267,0.210,0.330,0.346,0.345
2945,0.267,0.209,0.330,0.344,0.340
2946,0.267,0.207,0.325,0.342,0.336
2947,0.268,0.203,0.318,0.338,0.331
2948,0.268,0.203,0.318,0.334,0.323
2949,0.271,0.204,0.313,0.327,0.314
2950,0.273,0.205,0.305,0.318,0.306
2951,0.276,0.204,0.297,0.308,0.301
2952,0.278,0.202,0.287,0.299,0.296
2953,0.276,0.201,0.276,0.289,0.291
2954,0.275,0.198,0.264,0.279,0.286
2955,0.270,0.195,0.258,0.267,0.279
2956,0.265,0.193,0.252,0.254,0.279
2957,0.260,0.188,0.243,0.246,0.278
2958,0.256,0.189,0.234,0.235,0.273
2959,0.249,0.189,0.229,0.230,0.270
2960,0.246,0.187,0.231,0.222,0.270
2961,0.245,0.188,0.231,0.217,0.271
2962,0.240,0.187,0.228,0.212,0.272
2963,0.234,0.185,0.227,0.210,0.270
2964,0.230,0.181,0.223,0.209,0.268
2965,0.223,0.179,0.224,0.206,0.267
2966,0.218,0.174,0.224,0.203,0.263
2967,0.214,0.169,0.222,0.199,0.257
2968,0.208,0.164,0.221,0.196,0.250
2969,0.203,0.159,0.218,0.191,0.248
2970,0.196,0.157,0.216,0.188,0.246
2971,0.189,0.156,0.215,0.183,0.240
2972,0.184,0.155,0.212,0.177,0.242
2973,0.180,0.156,0.210,0.173,0.240
2974,0.176,0.155,0.206,0.177,0.235
2975,0.171,0.156,0.207,0.177,0.235
2976,0.165,0.160,0.204,0.175,0.235
2977,0.159,0.161,0.200,0.179,0.232
2978,0.155,0.162,0.201,0.178,0.227
2979,0.152,0.161,0.198,0.179,0.224
2980,0.149,0.159,0.200,0.179,0.219
2981,0.145,0.158,0.201,0.178,0.212
2982,0.141,0.157,0.200,0.179,0.211
2983,0.136,0.155,0.200,0.180,0.209
2984,0.131,0.151,0.198,0.178,0.205
2985,0.134,0.149,0.197,0.176,0.203
2986,0.134,0.145,0.197,0.176,0.204
2987,0.135,0.148,0.197,0.176,0.201
2988,0.134,0.149,0.195,0.176,0.198
2989,0.135,0.150,0.195,0.174,0.193
2990,0.136,0.150,0.192,0.171,0.188
2991,0.135,0.151,0.194,0.169,0.181
2992,0.138,0.150,0.192,0.167,0.177
2993,0.138,0.149,0.195,0.166,0.180
2994,0.138,0.148,0.197,0.165,0.178
2995,0.140,0.146,0.199,0.162,0.178
2996,0.141,0.144,0.199,0.158,0.176
2997,0.142,0.144,0.205,0.160,0.175
2998,0.141,0.149,0.210,0.160,0.176
2999,0.144,0.156,0.214,0.159,0.174
3000,0.144,0.159,0.218,0.158,0.173
3001,0.143,0.163,0.225,0.158,0.171
3002,0.148,0.169,0.230,0.158,0.167
3003,0.152,0.171,0.235,0.160,0.163
3004,0.162,0.173,0.236,0.162,0.161
3005,0.172,0.175,0.238,0.169,0.159
3006,0.178,0.175,0.243,0.172,0.159
3007,0.182,0.174,0.244,0.173,0.162
3008,0.183,0.173,0.248,0.177,0.168
3009,0.188,0.172,0.257,0.180,0.178
3010,0.192,0.169,0.260,0.180,0.188
3011,0.195,0.166,0.261,0.181,0.197
3012,0.200,0.161,0.262,0.182,0.202
3013,0.204,0.156,0.263,0.185,0.208
3014,0.208,0.152,0.272,0.189,0.216
3015,0.213,0.150,0.275,0.194,0.225
3016,0.219,0.146,0.278,0.201,0.233
3017,0.224,0.142,0.280,0.207,0.237
3018,0.230,0.137,0.279,0.211,0.241
3019,0.235,0.135,0.275,0.212,0.242
3020,0.236,0.131,0.276,0.212,0.247
3021,0.235,0.128,0.273,0.212,0.250
3022,0.237,0.124,0.270,0.209,0.250
3023,0.236,0.122,0.266,0.206,0.247
3024,0.235,0.122,0.262,0.201,0.246
3025,0.232,0.122,0.262,0.197,0.242
3026,0.229,0.120,0.266,0.192,0.237
3027,0.232,0.119,0.265,0.193,0.236
3028,0.232,0.119,0.265,0.191,0.232
3029,0.235,0.119,0.265,0.190,0.226
3030,0.236,0.122,0.262,0.188,0.221
3031,0.239,0.125,0.263,0.187,0.218
3032,0.243,0.130,0.263,0.185,0.215
3033,0.248,0.132,0.266,0.184,0.216
3034,0.256,0.134,0.265,0.181,0.216
3035,0.259,0.137,0.264,0.177,0.216
3036,0.269,0.139,0.261,0.174,0.213
3037,0.278,0.143,0.262,0.170,0.209
3038,0.281,0.148,0.261,0.170,0.204
3039,0.282,0.150,0.261,0.172,0.198
3040,0.281,0.153,0.261,0.173,0.191
3041,0.277,0.155,0.261,0.172,0.195
3042,0.272,0.157,0.263,0.172,0.202
3043,0.266,0.158,0.265,0.170,0.207
3044,0.260,0.160,0.272,0.171,0.209
3045,0.252,0.159,0.282,0.171,0.208
3046,0.244,0.157,0.288,0.174,0.209
3047,0.234,0.154,0.297,0.177,0.208
3048,0.231,0.151,0.300,0.180,0.218
3049,0.227,0.146,0.306,0.182,0.228
3050,0.223,0.143,0.313,0.182,0.241
3051,0.219,0.138,0.318,0.181,0.251
3052,0.213,0.137,0.319,0.178,0.259
3053,0.207,0.133,0.317,0.178,0.274
3054,0.199,0.129,0.313,0.178,0.285
3055,0.194,0.125,0.310,0.176,0.292
3056,0.191,0.121,0.304,0.173,0.298
3057,0.186,0.119,0.299,0.171,0.300
3058,0.185,0.115,0.292,0.167,0.299
3059,0.189,0.113,0.285,0.162,0.297
3060,0.188,0.113,0.280,0.157,0.294
3061,0.186,0.111,0.272,0.153,0.290
3062,0.183,0.114,0.268,0.148,0.288
3063,0.179,0.116,0.265,0.144,0.283
3064,0.176,0.116,0.261,0.145,0.279
3065,0.172,0.115,0.258,0.147,0.276
3066,0.176,0.115,0.252,0.151,0.269
3067,0.176,0.118,0.248,0.156,0.264
3068,0.175,0.118,0.241,0.164,0.262
3069,0.177,0.117,0.234,0.170,0.257
3070,0.178,0.116,0.226,0.179,0.250
3071,0.179,0.113,0.217,0.186,0.245
3072,0.179,0.111,0.216,0.190,0.240
3073,0.179,0.109,0.211,0.192,0.234
3074,0.182,0.106,0.211,0.194,0.229
3075,0.184,0.105,0.213,0.196,0.230
3076,0.183,0.109,0.223,0.198,0.227
3077,0.182,0.111,0.227,0.197,0.226
3078,0.181,0.112,0.231,0.197,0.230
3079,0.181,0.116,0.238,0.197,0.232
3080,0.178,0.117,0.240,0.197,0.235
3081,0.177,0.119,0.243,0.198,0.234
3082,0.174,0.123,0.249,0.199,0.234
3083,0.170,0.124,0.256,0.197,0.234
3084,0.168,0.126,0.259,0.194,0.235
3085,0.166,0.126,0.262,0.196,0.233
3086,0.162,0.125,0.262,0.194,0.229
3087,0.160,0.124,0.260,0.193,0.224
3088,0.161,0.123,0.256,0.190,0.218
3089,0.166,0.121,0.250,0.188,0.211
3090,0.167,0.123,0.244,0.184,0.206
3091,0.171,0.125,0.241,0.183,0.203
3092,0.172,0.125,0.236,0.179,0.202
3093,0.179,0.123,0.229,0.175,0.204
3094,0.181,0.125,0.227,0.170,0.203
3095,0.184,0.126,0.228,0.166,0.205
3096,0.185,0.127,0.242,0.165,0.210
3097,0.183,0.128,0.247,0.163,0.213
3098,0.183,0.128,0.250,0.160,0.214
3099,0.186,0.128,0.252,0.156,0.218
3100,0.186,0.127,0.252,0.157,0.221
3101,0.184,0.125,0.253,0.156,0.230
3102,0.183,0.131,0.256,0.155,0.241
3103,0.180,0.132,0.259,0.154,0.253
3104,0.178,0.136,0.258,0.152,0.262
3105,0.182,0.138,0.255,0.149,0.269
3106,0.181,0.139,0.251,0.145,0.276
3107,0.182,0.143,0.250,0.141,0.279
