,2020,2021,2022,2023,2024
1512,0.216,0.399,0.203,0.280,0.292
1513,0.217,0.394,0.200,0.279,0.287
1514,0.216,0.389,0.200,0.277,0.283
1515,0.215,0.390,0.197,0.283,0.281
1516,0.214,0.387,0.195,0.283,0.281
1517,0.212,0.381,0.191,0.288,0.282
1518,0.213,0.375,0.190,0.296,0.284
1519,0.213,0.371,0.187,0.299,0.282
1520,0.211,0.364,0.188,0.298,0.280
1521,0.207,0.358,0.188,0.295,0.278
1522,0.202,0.350,0.191,0.291,0.273
1523,0.196,0.340,0.192,0.286,0.272
1524,0.194,0.335,0.191,0.281,0.270
1525,0.192,0.331,0.190,0.278,0.270
1526,0.190,0.328,0.188,0.272,0.269
1527,0.188,0.322,0.188,0.264,0.267
1528,0.187,0.314,0.190,0.257,0.266
1529,0.186,0.304,0.189,0.248,0.262
1530,0.185,0.296,0.190,0.242,0.258
1531,0.184,0.288,0.191,0.236,0.255
1532,0.183,0.283,0.191,0.228,0.252
1533,0.180,0.275,0.193,0.221,0.249
1534,0.183,0.268,0.199,0.214,0.255
1535,0.183,0.265,0.204,0.206,0.261
1536,0.185,0.265,0.209,0.201,0.264
1537,0.185,0.266,0.211,0.199,0.266
1538,0.185,0.265,0.211,0.196,0.271
1539,0.183,0.265,0.212,0.193,0.273
1540,0.180,0.264,0.215,0.192,0.272
1541,0.179,0.265,0.218,0.194,0.270
1542,0.180,0.265,0.217,0.196,0.270
1543,0.179,0.262,0.217,0.195,0.269
1544,0.180,0.262,0.216,0.193,0.268
1545,0.179,0.264,0.215,0.190,0.269
1546,0.180,0.274,0.214,0.187,0.269
1547,0.182,0.277,0.215,0.185,0.268
1548,0.185,0.280,0.217,0.184,0.265
1549,0.186,0.284,0.217,0.181,0.260
1550,0.188,0.288,0.217,0.178,0.255
1551,0.189,0.291,0.221,0.174,0.251
1552,0.194,0.291,0.220,0.175,0.248
1553,0.199,0.291,0.220,0.173,0.249
1554,0.202,0.292,0.218,0.173,0.248
1555,0.207,0.306,0.214,0.176,0.245
1556,0.211,0.311,0.209,0.177,0.240
1557,0.216,0.315,0.205,0.178,0.237
1558,0.217,0.316,0.199,0.183,0.238
1559,0.220,0.313,0.196,0.183,0.245
1560,0.227,0.309,0.193,0.184,0.253
1561,0.233,0.305,0.190,0.185,0.259
1562,0.239,0.303,0.188,0.192,0.264
1563,0.244,0.298,0.185,0.196,0.267
1564,0.248,0.291,0.185,0.201,0.267
1565,0.249,0.287,0.182,0.206,0.265
1566,0.252,0.282,0.182,0.211,0.266
1567,0.252,0.278,0.182,0.215,0.269
1568,0.251,0.273,0.181,0.219,0.270
1569,0.249,0.268,0.183,0.222,0.268
1570,0.253,0.266,0.184,0.222,0.266
1571,0.258,0.263,0.182,0.222,0.265
1572,0.264,0.258,0.179,0.222,0.263
1573,0.267,0.255,0.180,0.221,0.263
1574,0.268,0.257,0.179,0.218,0.260
1575,0.266,0.260,0.181,0.213,0.257
1576,0.264,0.261,0.180,0.211,0.252
1577,0.262,0.266,0.177,0.207,0.248
1578,0.262,0.271,0.178,0.204,0.242
1579,0.258,0.272,0.180,0.201,0.237
1580,0.256,0.273,0.181,0.198,0.238
1581,0.253,0.271,0.180,0.199,0.234
1582,0.251,0.267,0.177,0.198,0.229
1583,0.251,0.264,0.177,0.199,0.225
1584,0.255,0.266,0.177,0.198,0.226
1585,0.258,0.266,0.175,0.199,0.226
1586,0.258,0.265,0.176,0.199,0.228
1587,0.257,0.264,0.174,0.200,0.227
1588,0.253,0.274,0.175,0.204,0.228
1589,0.248,0.280,0.175,0.205,0.229
1590,0.241,0.281,0.173,0.205,0.232
1591,0.237,0.285,0.170,0.206,0.231
1592,0.232,0.285,0.168,0.209,0.234
1593,0.228,0.282,0.168,0.211,0.235
1594,0.223,0.282,0.170,0.215,0.234
1595,0.219,0.281,0.169,0.217,0.235
1596,0.215,0.277,0.171,0.219,0.241
1597,0.210,0.272,0.176,0.219,0.247
1598,0.206,0.267,0.177,0.221,0.253
1599,0.200,0.263,0.178,0.224,0.257
1600,0.195,0.256,0.180,0.226,0.258
1601,0.190,0.255,0.179,0.229,0.264
1602,0.189,0.251,0.180,0.228,0.266
1603,0.185,0.251,0.187,0.229,0.269
1604,0.184,0.253,0.192,0.231,0.269
1605,0.181,0.255,0.193,0.231,0.269
1606,0.177,0.256,0.199,0.234,0.266
1607,0.174,0.259,0.200,0.237,0.266
1608,0.169,0.258,0.200,0.238,0.268
1609,0.168,0.255,0.202,0.240,0.265
1610,0.167,0.256,0.205,0.243,0.264
1611,0.167,0.253,0.205,0.245,0.262
1612,0.165,0.250,0.204,0.244,0.262
1613,0.163,0.246,0.204,0.243,0.258
1614,0.161,0.244,0.206,0.242,0.265
1615,0.161,0.242,0.207,0.238,0.276
1616,0.162,0.238,0.211,0.235,0.279
1617,0.163,0.232,0.212,0.231,0.285
1618,0.161,0.226,0.214,0.227,0.291
1619,0.160,0.225,0.219,0.225,0.297
1620,0.162,0.221,0.224,0.231,0.304
1621,0.162,0.217,0.226,0.233,0.311
1622,0.163,0.212,0.227,0.235,0.318
1623,0.162,0.211,0.231,0.235,0.320
1624,0.161,0.206,0.238,0.239,0.319
1625,0.160,0.201,0.246,0.244,0.316
1626,0.160,0.204,0.257,0.247,0.315
1627,0.165,0.207,0.266,0.249,0.315
1628,0.171,0.207,0.270,0.248,0.317
1629,0.178,0.205,0.272,0.250,0.314
1630,0.183,0.204,0.275,0.251,0.314
1631,0.185,0.201,0.277,0.255,0.310
1632,0.187,0.199,0.278,0.259,0.313
1633,0.189,0.195,0.277,0.261,0.318
1634,0.188,0.190,0.276,0.261,0.317
1635,0.188,0.187,0.272,0.259,0.319
1636,0.186,0.184,0.271,0.262,0.319
1637,0.182,0.194,0.268,0.263,0.323
1638,0.177,0.200,0.263,0.264,0.324
1639,0.175,0.204,0.258,0.267,0.324
1640,0.174,0.208,0.253,0.269,0.321
1641,0.172,0.209,0.248,0.270,0.318
1642,0.171,0.213,0.246,0.270,0.312
1643,0.169,0.218,0.242,0.270,0.307
1644,0.168,0.222,0.238,0.271,0.304
1645,0.166,0.228,0.236,0.274,0.303
1646,0.165,0.232,0.233,0.274,0.303
1647,0.167,0.240,0.236,0.273,0.299
1648,0.170,0.245,0.237,0.272,0.297
1649,0.173,0.250,0.243,0.268,0.293
1650,0.174,0.253,0.246,0.262,0.286
1651,0.174,0.258,0.245,0.257,0.278
1652,0.174,0.264,0.251,0.251,0.274
1653,0.173,0.270,0.256,0.244,0.274
1654,0.175,0.272,0.257,0.236,0.274
1655,0.175,0.274,0.258,0.227,0.271
1656,0.173,0.282,0.258,0.217,0.268
1657,0.173,0.289,0.256,0.208,0.266
1658,0.175,0.291,0.256,0.202,0.268
1659,0.177,0.290,0.254,0.195,0.268
1660,0.176,0.290,0.250,0.188,0.270
1661,0.177,0.293,0.249,0.182,0.268
1662,0.176,0.297,0.247,0.178,0.272
1663,0.175,0.298,0.248,0.174,0.271
1664,0.175,0.299,0.251,0.172,0.270
1665,0.178,0.301,0.253,0.173,0.272
1666,0.182,0.299,0.251,0.174,0.274
1667,0.186,0.297,0.247,0.172,0.280
1668,0.187,0.295,0.246,0.170,0.288
1669,0.187,0.297,0.244,0.168,0.298
1670,0.185,0.299,0.242,0.166,0.307
1671,0.182,0.304,0.237,0.166,0.317
1672,0.177,0.306,0.239,0.165,0.330
1673,0.179,0.309,0.237,0.165,0.338
1674,0.178,0.318,0.235,0.165,0.349
1675,0.176,0.323,0.231,0.166,0.354
1676,0.174,0.333,0.225,0.168,0.357
1677,0.172,0.338,0.222,0.170,0.359
1678,0.171,0.347,0.217,0.169,0.358
1679,0.169,0.357,0.215,0.173,0.356
1680,0.168,0.365,0.214,0.174,0.350
1681,0.165,0.368,0.212,0.179,0.348
1682,0.165,0.372,0.213,0.183,0.344
1683,0.165,0.377,0.210,0.185,0.337
1684,0.167,0.378,0.212,0.185,0.328
1685,0.169,0.378,0.210,0.184,0.324
1686,0.171,0.377,0.209,0.185,0.319
1687,0.174,0.374,0.206,0.186,0.314
1688,0.176,0.371,0.207,0.187,0.306
1689,0.176,0.371,0.205,0.189,0.301
1690,0.176,0.367,0.204,0.192,0.298
1691,0.175,0.364,0.204,0.196,0.293
1692,0.173,0.357,0.204,0.196,0.294
1693,0.172,0.354,0.202,0.196,0.295
1694,0.169,0.346,0.198,0.196,0.292
1695,0.165,0.341,0.193,0.199,0.289
1696,0.163,0.338,0.191,0.201,0.286
1697,0.163,0.333,0.187,0.203,0.291
1698,0.165,0.330,0.182,0.203,0.292
1699,0.164,0.326,0.176,0.202,0.292
1700,0.165,0.326,0.174,0.200,0.292
1701,0.167,0.322,0.171,0.196,0.291
1702,0.168,0.317,0.167,0.191,0.290
1703,0.168,0.315,0.163,0.186,0.286
1704,0.169,0.319,0.161,0.179,0.285
1705,0.167,0.317,0.159,0.177,0.283
1706,0.164,0.320,0.157,0.178,0.285
1707,0.162,0.318,0.154,0.179,0.288
1708,0.159,0.318,0.151,0.180,0.287
1709,0.154,0.322,0.156,0.178,0.288
1710,0.149,0.321,0.156,0.176,0.290
1711,0.147,0.324,0.155,0.175,0.293
1712,0.145,0.322,0.159,0.172,0.292
1713,0.144,0.318,0.159,0.168,0.291
1714,0.141,0.312,0.160,0.169,0.290
1715,0.141,0.307,0.161,0.166,0.290
1716,0.140,0.302,0.162,0.164,0.290
1717,0.139,0.301,0.163,0.166,0.289
1718,0.139,0.299,0.162,0.167,0.284
1719,0.138,0.300,0.162,0.168,0.281
1720,0.139,0.300,0.160,0.169,0.280
1721,0.142,0.298,0.159,0.169,0.283
1722,0.142,0.301,0.157,0.171,0.285
1723,0.140,0.302,0.157,0.175,0.291
1724,0.141,0.299,0.157,0.176,0.297
1725,0.145,0.296,0.157,0.182,0.302
1726,0.146,0.294,0.155,0.184,0.304
1727,0.146,0.291,0.153,0.191,0.304
1728,0.149,0.285,0.155,0.199,0.302
1729,0.149,0.280,0.160,0.203,0.300
1730,0.148,0.273,0.165,0.205,0.296
1731,0.145,0.270,0.175,0.208,0.294
1732,0.144,0.266,0.182,0.210,0.291
1733,0.147,0.264,0.189,0.210,0.288
1734,0.150,0.261,0.194,0.209,0.283
1735,0.151,0.256,0.198,0.209,0.280
1736,0.152,0.259,0.201,0.206,0.277
1737,0.151,0.262,0.204,0.203,0.271
1738,0.150,0.265,0.206,0.201,0.264
1739,0.151,0.267,0.208,0.200,0.255
1740,0.153,0.266,0.209,0.202,0.246
1741,0.153,0.267,0.208,0.200,0.241
1742,0.153,0.265,0.207,0.201,0.235
1743,0.153,0.268,0.208,0.200,0.233
1744,0.153,0.270,0.206,0.198,0.237
1745,0.151,0.270,0.205,0.199,0.243
1746,0.149,0.268,0.203,0.197,0.247
1747,0.153,0.266,0.205,0.195,0.252
1748,0.155,0.261,0.208,0.194,0.258
1749,0.154,0.256,0.207,0.190,0.260
1750,0.156,0.251,0.207,0.187,0.259
1751,0.157,0.249,0.208,0.183,0.262
1752,0.157,0.246,0.209,0.184,0.261
1753,0.156,0.243,0.209,0.184,0.262
1754,0.155,0.238,0.209,0.185,0.260
1755,0.156,0.236,0.206,0.189,0.259
1756,0.158,0.237,0.210,0.191,0.260
1757,0.159,0.238,0.214,0.193,0.260
1758,0.159,0.239,0.214,0.194,0.264
1759,0.158,0.241,0.218,0.196,0.264
1760,0.157,0.245,0.219,0.195,0.273
1761,0.156,0.247,0.221,0.197,0.278
1762,0.156,0.246,0.220,0.199,0.284
1763,0.153,0.243,0.218,0.200,0.285
1764,0.153,0.242,0.218,0.201,0.284
1765,0.154,0.245,0.219,0.202,0.289
1766,0.154,0.243,0.223,0.203,0.288
1767,0.156,0.240,0.223,0.202,0.285
1768,0.156,0.235,0.222,0.199,0.282
1769,0.157,0.234,0.220,0.201,0.285
1770,0.160,0.235,0.224,0.204,0.287
1771,0.161,0.237,0.228,0.205,0.285
1772,0.161,0.235,0.234,0.209,0.286
1773,0.162,0.234,0.238,0.209,0.283
1774,0.160,0.235,0.238,0.210,0.288
1775,0.158,0.236,0.241,0.211,0.292
1776,0.159,0.236,0.252,0.213,0.294
1777,0.161,0.233,0.258,0.214,0.295
1778,0.165,0.232,0.263,0.214,0.295
1779,0.167,0.228,0.266,0.212,0.297
1780,0.169,0.229,0.266,0.212,0.300
1781,0.169,0.230,0.264,0.213,0.303
1782,0.170,0.227,0.262,0.211,0.303
1783,0.171,0.225,0.264,0.211,0.304
1784,0.171,0.224,0.270,0.212,0.304
1785,0.176,0.227,0.274,0.215,0.306
1786,0.181,0.229,0.274,0.215,0.303
1787,0.188,0.230,0.282,0.214,0.301
1788,0.191,0.233,0.284,0.211,0.301
1789,0.194,0.239,0.285,0.208,0.300
1790,0.196,0.250,0.287,0.202,0.295
1791,0.195,0.263,0.291,0.198,0.291
1792,0.195,0.276,0.293,0.192,0.287
1793,0.194,0.283,0.297,0.187,0.286
1794,0.196,0.287,0.298,0.185,0.283
1795,0.197,0.291,0.301,0.183,0.280
1796,0.198,0.296,0.305,0.181,0.275
1797,0.199,0.299,0.309,0.179,0.268
1798,0.198,0.299,0.308,0.177,0.264
1799,0.196,0.296,0.307,0.177,0.258
1800,0.194,0.298,0.303,0.175,0.252
1801,0.190,0.301,0.298,0.173,0.245
1802,0.185,0.304,0.290,0.171,0.237
1803,0.183,0.309,0.287,0.168,0.228
1804,0.178,0.317,0.283,0.167,0.225
1805,0.174,0.330,0.278,0.166,0.231
1806,0.174,0.338,0.271,0.165,0.236
1807,0.171,0.344,0.264,0.167,0.239
1808,0.166,0.348,0.260,0.170,0.242
1809,0.163,0.348,0.257,0.172,0.241
1810,0.160,0.347,0.255,0.172,0.239
1811,0.162,0.344,0.254,0.172,0.238
1812,0.163,0.340,0.256,0.173,0.237
1813,0.166,0.340,0.260,0.173,0.235
1814,0.169,0.341,0.261,0.171,0.234
1815,0.170,0.344,0.264,0.167,0.240
1816,0.170,0.346,0.263,0.167,0.246
1817,0.170,0.354,0.262,0.166,0.250
1818,0.169,0.359,0.260,0.163,0.250
1819,0.166,0.365,0.260,0.159,0.251
1820,0.164,0.377,0.261,0.157,0.252
1821,0.162,0.381,0.259,0.154,0.249
1822,0.162,0.383,0.259,0.152,0.248
1823,0.159,0.382,0.257,0.149,0.244
1824,0.157,0.378,0.254,0.146,0.243
1825,0.156,0.374,0.248,0.144,0.247
1826,0.156,0.366,0.244,0.142,0.250
1827,0.157,0.359,0.239,0.139,0.250
1828,0.158,0.354,0.242,0.137,0.250
1829,0.159,0.353,0.243,0.133,0.248
1830,0.160,0.352,0.242,0.133,0.255
1831,0.160,0.349,0.241,0.132,0.259
1832,0.161,0.342,0.238,0.131,0.267
1833,0.159,0.336,0.233,0.131,0.269
1834,0.160,0.335,0.231,0.129,0.271
1835,0.163,0.329,0.234,0.130,0.273
1836,0.167,0.321,0.235,0.129,0.276
1837,0.172,0.319,0.237,0.132,0.275
1838,0.175,0.319,0.237,0.134,0.279
1839,0.178,0.315,0.235,0.138,0.279
1840,0.178,0.311,0.234,0.142,0.283
1841,0.180,0.305,0.232,0.151,0.288
1842,0.179,0.299,0.228,0.157,0.288
1843,0.179,0.291,0.229,0.166,0.288
1844,0.180,0.282,0.226,0.171,0.285
1845,0.180,0.277,0.224,0.177,0.287
1846,0.181,0.273,0.219,0.182,0.288
1847,0.182,0.269,0.214,0.186,0.287
1848,0.185,0.267,0.211,0.191,0.284
1849,0.186,0.265,0.210,0.196,0.278
1850,0.187,0.264,0.206,0.200,0.271
1851,0.190,0.270,0.207,0.203,0.266
1852,0.193,0.277,0.208,0.207,0.260
1853,0.197,0.282,0.215,0.207,0.253
1854,0.199,0.285,0.218,0.210,0.246
1855,0.200,0.287,0.227,0.211,0.238
1856,0.206,0.286,0.232,0.213,0.234
1857,0.208,0.285,0.236,0.217,0.237
1858,0.210,0.287,0.239,0.221,0.237
1859,0.214,0.287,0.241,0.222,0.244
1860,0.217,0.286,0.247,0.222,0.246
1861,0.216,0.285,0.252,0.220,0.257
1862,0.216,0.286,0.255,0.223,0.266
1863,0.215,0.295,0.257,0.223,0.270
1864,0.216,0.297,0.261,0.223,0.274
1865,0.215,0.298,0.262,0.225,0.275
1866,0.213,0.296,0.265,0.227,0.276
1867,0.214,0.295,0.264,0.227,0.281
1868,0.215,0.295,0.263,0.227,0.282
1869,0.215,0.292,0.263,0.224,0.289
1870,0.213,0.289,0.266,0.222,0.291
1871,0.212,0.283,0.265,0.221,0.297
1872,0.212,0.281,0.261,0.220,0.308
1873,0.211,0.275,0.262,0.216,0.314
1874,0.209,0.271,0.261,0.211,0.326
1875,0.215,0.271,0.263,0.207,0.338
1876,0.216,0.266,0.261,0.202,0.346
1877,0.216,0.261,0.257,0.198,0.352
1878,0.214,0.256,0.254,0.193,0.356
1879,0.214,0.249,0.248,0.195,0.363
1880,0.215,0.241,0.242,0.198,0.371
1881,0.216,0.232,0.236,0.200,0.376
1882,0.214,0.227,0.228,0.200,0.376
1883,0.214,0.220,0.224,0.199,0.376
1884,0.212,0.216,0.219,0.198,0.381
1885,0.209,0.217,0.216,0.195,0.385
1886,0.205,0.222,0.215,0.192,0.386
1887,0.199,0.224,0.211,0.188,0.390
1888,0.195,0.228,0.210,0.194,0.398
1889,0.195,0.229,0.212,0.194,0.399
1890,0.193,0.232,0.210,0.199,0.404
1891,0.191,0.232,0.209,0.206,0.407
1892,0.189,0.234,0.208,0.212,0.408
1893,0.185,0.238,0.209,0.216,0.407
1894,0.183,0.243,0.211,0.217,0.405
1895,0.181,0.247,0.213,0.219,0.403
1896,0.184,0.249,0.217,0.217,0.400
1897,0.184,0.252,0.223,0.217,0.396
1898,0.186,0.253,0.225,0.215,0.395
1899,0.186,0.254,0.227,0.217,0.390
1900,0.188,0.255,0.230,0.216,0.384
1901,0.187,0.257,0.234,0.214,0.375
1902,0.185,0.256,0.236,0.214,0.369
1903,0.182,0.255,0.238,0.212,0.371
1904,0.177,0.256,0.240,0.209,0.372
1905,0.178,0.259,0.244,0.207,0.378
1906,0.176,0.260,0.245,0.204,0.377
1907,0.176,0.260,0.246,0.200,0.378
1908,0.178,0.262,0.247,0.194,0.374
1909,0.181,0.263,0.248,0.191,0.375
1910,0.180,0.261,0.247,0.188,0.378
1911,0.178,0.262,0.243,0.183,0.376
1912,0.175,0.271,0.242,0.179,0.383
1913,0.171,0.276,0.240,0.174,0.385
1914,0.167,0.279,0.238,0.171,0.386
1915,0.163,0.279,0.235,0.173,0.385
1916,0.162,0.286,0.234,0.174,0.380
1917,0.161,0.290,0.230,0.172,0.375
1918,0.161,0.290,0.229,0.169,0.370
1919,0.161,0.295,0.227,0.167,0.367
1920,0.158,0.295,0.229,0.166,0.364
1921,0.157,0.292,0.229,0.166,0.360
1922,0.157,0.295,0.226,0.165,0.363
1923,0.156,0.293,0.224,0.167,0.362
1924,0.156,0.289,0.222,0.171,0.362
1925,0.157,0.282,0.220,0.177,0.360
1926,0.157,0.277,0.218,0.186,0.357
1927,0.155,0.277,0.213,0.195,0.351
1928,0.156,0.280,0.210,0.208,0.344
1929,0.155,0.280,0.207,0.216,0.334
1930,0.153,0.284,0.202,0.222,0.330
1931,0.151,0.284,0.198,0.228,0.325
1932,0.149,0.283,0.194,0.236,0.321
1933,0.147,0.279,0.189,0.242,0.317
1934,0.148,0.277,0.185,0.247,0.315
1935,0.147,0.271,0.187,0.253,0.311
1936,0.145,0.276,0.187,0.260,0.312
1937,0.144,0.280,0.187,0.269,0.316
1938,0.143,0.284,0.195,0.277,0.314
1939,0.143,0.286,0.201,0.283,0.313
1940,0.143,0.290,0.208,0.287,0.308
1941,0.143,0.294,0.213,0.291,0.312
1942,0.145,0.304,0.215,0.292,0.314
1943,0.144,0.309,0.219,0.290,0.315
1944,0.142,0.313,0.224,0.289,0.315
1945,0.141,0.318,0.227,0.290,0.312
1946,0.138,0.319,0.230,0.292,0.309
1947,0.137,0.321,0.229,0.291,0.310
1948,0.138,0.324,0.229,0.290,0.310
1949,0.139,0.326,0.237,0.288,0.306
1950,0.138,0.323,0.238,0.288,0.305
1951,0.139,0.325,0.242,0.286,0.303
1952,0.140,0.325,0.249,0.287,0.302
1953,0.139,0.322,0.254,0.287,0.303
1954,0.138,0.319,0.257,0.286,0.310
1955,0.136,0.312,0.259,0.287,0.315
1956,0.135,0.305,0.260,0.286,0.316
1957,0.138,0.298,0.258,0.284,0.320
1958,0.140,0.298,0.257,0.283,0.320
1959,0.141,0.296,0.255,0.279,0.320
1960,0.141,0.290,0.256,0.275,0.319
1961,0.143,0.283,0.254,0.272,0.315
1962,0.144,0.277,0.253,0.268,0.311
1963,0.148,0.274,0.256,0.262,0.307
1964,0.151,0.272,0.258,0.255,0.303
1965,0.155,0.267,0.259,0.247,0.299
1966,0.159,0.263,0.256,0.239,0.294
1967,0.162,0.259,0.254,0.234,0.287
1968,0.166,0.255,0.254,0.230,0.284
1969,0.168,0.249,0.251,0.227,0.279
1970,0.169,0.246,0.255,0.223,0.282
1971,0.169,0.245,0.262,0.221,0.282
1972,0.167,0.244,0.266,0.218,0.286
1973,0.164,0.242,0.269,0.217,0.288
1974,0.161,0.248,0.272,0.213,0.286
1975,0.159,0.255,0.274,0.212,0.289
1976,0.156,0.262,0.278,0.210,0.288
1977,0.154,0.264,0.280,0.209,0.287
1978,0.153,0.269,0.279,0.208,0.286
1979,0.153,0.275,0.278,0.205,0.282
1980,0.152,0.281,0.276,0.205,0.276
1981,0.153,0.287,0.278,0.203,0.268
1982,0.154,0.294,0.279,0.199,0.262
1983,0.155,0.296,0.279,0.195,0.259
1984,0.156,0.295,0.276,0.192,0.256
1985,0.160,0.297,0.273,0.190,0.250
1986,0.160,0.302,0.270,0.191,0.242
1987,0.161,0.307,0.264,0.190,0.243
1988,0.160,0.310,0.257,0.193,0.240
1989,0.159,0.313,0.253,0.194,0.240
1990,0.160,0.322,0.248,0.193,0.239
1991,0.160,0.329,0.249,0.194,0.240
1992,0.165,0.334,0.250,0.198,0.245
1993,0.169,0.336,0.253,0.201,0.255
1994,0.172,0.338,0.254,0.202,0.264
1995,0.172,0.338,0.254,0.202,0.268
1996,0.176,0.337,0.257,0.201,0.271
1997,0.179,0.335,0.257,0.198,0.277
1998,0.180,0.332,0.258,0.193,0.280
1999,0.183,0.329,0.258,0.190,0.283
2000,0.186,0.328,0.257,0.189,0.284
2001,0.189,0.322,0.258,0.190,0.288
2002,0.195,0.320,0.256,0.192,0.290
2003,0.198,0.316,0.253,0.192,0.290
2004,0.200,0.314,0.249,0.191,0.288
2005,0.200,0.308,0.251,0.191,0.286
2006,0.200,0.308,0.250,0.189,0.289
2007,0.199,0.306,0.247,0.189,0.289
2008,0.200,0.301,0.245,0.191,0.291
2009,0.203,0.300,0.247,0.191,0.291
2010,0.204,0.296,0.248,0.189,0.291
2011,0.202,0.295,0.248,0.188,0.297
2012,0.202,0.292,0.247,0.188,0.297
2013,0.205,0.296,0.247,0.187,0.297
2014,0.207,0.302,0.249,0.188,0.297
2015,0.208,0.307,0.247,0.187,0.298
2016,0.208,0.310,0.247,0.187,0.302
2017,0.208,0.310,0.246,0.185,0.304
2018,0.205,0.309,0.243,0.184,0.305
2019,0.203,0.306,0.242,0.182,0.305
2020,0.201,0.303,0.242,0.179,0.306
2021,0.201,0.302,0.243,0.177,0.309
2022,0.200,0.304,0.245,0.174,0.307
2023,0.202,0.302,0.243,0.174,0.305
2024,0.202,0.300,0.242,0.171,0.303
2025,0.202,0.300,0.240,0.167,0.305
2026,0.206,0.298,0.236,0.166,0.303
2027,0.207,0.296,0.233,0.166,0.308
2028,0.208,0.293,0.233,0.164,0.307
2029,0.210,0.288,0.230,0.162,0.315
2030,0.213,0.288,0.228,0.161,0.317
2031,0.216,0.284,0.225,0.165,0.316
2032,0.217,0.281,0.222,0.169,0.319
2033,0.223,0.275,0.228,0.169,0.322
2034,0.226,0.275,0.229,0.172,0.324
2035,0.229,0.273,0.229,0.174,0.322
2036,0.230,0.275,0.228,0.175,0.320
2037,0.231,0.273,0.227,0.175,0.317
2038,0.231,0.276,0.226,0.175,0.314
2039,0.231,0.279,0.224,0.173,0.310
2040,0.228,0.278,0.227,0.171,0.314
2041,0.225,0.275,0.229,0.168,0.314
2042,0.225,0.272,0.234,0.169,0.316
2043,0.224,0.270,0.237,0.171,0.315
2044,0.223,0.267,0.237,0.172,0.317
2045,0.223,0.267,0.239,0.174,0.324
2046,0.227,0.263,0.247,0.177,0.327
2047,0.231,0.260,0.250,0.179,0.328
2048,0.236,0.257,0.254,0.182,0.329
2049,0.237,0.252,0.263,0.186,0.328
2050,0.238,0.247,0.270,0.189,0.325
2051,0.241,0.243,0.276,0.191,0.319
2052,0.242,0.244,0.284,0.192,0.314
2053,0.243,0.244,0.290,0.193,0.309
2054,0.245,0.245,0.297,0.195,0.306
2055,0.245,0.245,0.306,0.198,0.304
2056,0.246,0.250,0.313,0.200,0.302
2057,0.245,0.252,0.315,0.204,0.296
2058,0.244,0.254,0.317,0.205,0.293
2059,0.243,0.257,0.319,0.207,0.292
2060,0.243,0.257,0.319,0.214,0.288
2061,0.240,0.257,0.316,0.217,0.286
2062,0.237,0.259,0.315,0.218,0.283
2063,0.234,0.262,0.310,0.221,0.283
2064,0.230,0.269,0.307,0.220,0.284
2065,0.225,0.275,0.301,0.218,0.286
2066,0.220,0.277,0.295,0.216,0.291
2067,0.218,0.278,0.295,0.217,0.291
2068,0.216,0.281,0.290,0.218,0.289
2069,0.215,0.288,0.289,0.218,0.287
2070,0.212,0.296,0.293,0.216,0.282
2071,0.207,0.299,0.293,0.214,0.279
2072,0.203,0.299,0.292,0.213,0.277
2073,0.202,0.296,0.290,0.212,0.275
2074,0.201,0.294,0.289,0.210,0.270
2075,0.201,0.289,0.287,0.210,0.271
2076,0.199,0.290,0.287,0.207,0.275
2077,0.195,0.288,0.285,0.206,0.276
2078,0.191,0.284,0.281,0.203,0.274
2079,0.186,0.280,0.276,0.198,0.278
2080,0.183,0.274,0.272,0.198,0.279
2081,0.182,0.268,0.265,0.202,0.277
2082,0.181,0.263,0.260,0.207,0.275
2083,0.180,0.256,0.254,0.211,0.281
2084,0.183,0.250,0.248,0.214,0.285
2085,0.183,0.247,0.241,0.216,0.286
2086,0.188,0.241,0.233,0.215,0.288
2087,0.194,0.236,0.224,0.215,0.287
2088,0.196,0.231,0.222,0.214,0.288
2089,0.198,0.225,0.216,0.213,0.291
2090,0.198,0.220,0.214,0.210,0.292
2091,0.196,0.222,0.212,0.211,0.292
2092,0.196,0.227,0.209,0.208,0.289
2093,0.197,0.228,0.209,0.208,0.288
2094,0.196,0.229,0.207,0.209,0.289
2095,0.197,0.229,0.211,0.210,0.289
2096,0.197,0.230,0.212,0.208,0.288
2097,0.200,0.232,0.216,0.207,0.291
2098,0.201,0.234,0.215,0.203,0.295
2099,0.202,0.233,0.216,0.200,0.298
2100,0.204,0.235,0.217,0.198,0.300
2101,0.204,0.240,0.220,0.195,0.301
2102,0.203,0.244,0.224,0.190,0.306
2103,0.202,0.249,0.226,0.190,0.306
2104,0.200,0.250,0.233,0.189,0.303
2105,0.202,0.251,0.236,0.187,0.303
2106,0.202,0.249,0.236,0.187,0.302
2107,0.201,0.251,0.236,0.187,0.303
2108,0.198,0.256,0.238,0.184,0.302
2109,0.201,0.261,0.240,0.184,0.298
2110,0.199,0.268,0.239,0.181,0.292
2111,0.200,0.273,0.240,0.177,0.292
2112,0.204,0.275,0.240,0.174,0.287
2113,0.209,0.276,0.241,0.172,0.286
2114,0.213,0.277,0.244,0.168,0.283
2115,0.217,0.277,0.248,0.166,0.278
2116,0.220,0.279,0.250,0.164,0.271
2117,0.221,0.284,0.251,0.164,0.263
2118,0.223,0.286,0.252,0.164,0.256
2119,0.228,0.295,0.252,0.165,0.250
